PassengerId,Survived,Pclass,age_group,SibSp,Parch,fare_group,gender_male,embarked_Q,embarked_S,master,miss,mr,mrs
228,0,3,1.0,0,0,0,1,0,1,0,0,1,0
229,0,2,1.0,0,0,1,1,0,1,0,0,1,0
230,0,3,0.0,3,1,1,0,0,1,0,1,0,0
231,1,1,1.0,1,0,2,0,0,1,0,0,0,1
232,0,3,1.0,0,0,0,1,0,1,0,0,1,0
233,0,2,2.0,0,0,1,1,0,1,0,0,1,0
234,1,3,0.0,4,2,1,0,0,1,0,1,0,0
235,0,2,1.0,0,0,0,1,0,1,0,0,1,0
236,0,3,1.0,0,0,0,0,0,1,0,1,0,0
237,0,2,1.0,1,0,1,1,0,1,0,0,1,0
238,1,2,0.0,0,2,1,0,0,1,0,1,0,0
239,0,2,1.0,0,0,0,1,0,1,0,0,1,0
240,0,2,1.0,0,0,1,1,0,1,0,0,1,0
241,0,3,1.0,1,0,1,0,0,0,0,1,0,0
242,1,3,1.0,1,0,1,0,1,0,0,1,0,0
243,0,2,1.0,0,0,0,1,0,1,0,0,1,0
244,0,3,1.0,0,0,0,1,0,1,0,0,1,0
245,0,3,1.0,0,0,0,1,0,0,0,0,1,0
246,0,1,1.0,2,0,2,1,1,0,0,0,0,0
247,0,3,1.0,0,0,0,0,0,1,0,1,0,0
248,1,2,1.0,0,2,1,0,0,1,0,0,0,1
249,1,1,1.0,1,1,2,1,0,1,0,0,1,0
250,0,2,1.0,1,0,1,1,0,1,0,0,0,0
251,0,3,1.0,0,0,0,1,0,1,0,0,1,0
252,0,3,1.0,1,1,0,0,0,1,0,0,0,1
253,0,1,2.0,0,0,1,1,0,1,0,0,1,0
254,0,3,1.0,1,0,1,1,0,1,0,0,1,0
255,0,3,1.0,0,2,1,0,0,1,0,0,0,1
256,1,3,1.0,0,2,1,0,0,0,0,0,0,1
257,1,1,1.0,0,0,2,0,0,0,0,0,0,1
258,1,1,1.0,0,0,2,0,0,1,0,1,0,0
259,1,1,1.0,0,0,2,0,0,0,0,1,0,0
260,1,2,1.0,0,1,1,0,0,1,0,0,0,1
261,0,3,1.0,0,0,0,1,1,0,0,0,1,0
262,1,3,0.0,4,2,1,1,0,1,1,0,0,0
263,0,1,1.0,1,1,2,1,0,1,0,0,1,0
264,0,1,1.0,0,0,0,1,0,1,0,0,1,0
265,0,3,1.0,0,0,0,0,1,0,0,1,0,0
266,0,2,1.0,0,0,0,1,0,1,0,0,1,0
267,0,3,1.0,4,1,1,1,0,1,0,0,1,0
268,1,3,1.0,1,0,0,1,0,1,0,0,1,0
269,1,1,2.0,0,1,2,0,0,1,0,0,0,1
270,1,1,1.0,0,0,2,0,0,1,0,1,0,0
271,0,1,1.0,0,0,1,1,0,1,0,0,1,0
272,1,3,1.0,0,0,0,1,0,1,0,0,1,0
273,1,2,1.0,0,1,1,0,0,1,0,0,0,1
274,0,1,1.0,0,1,1,1,0,0,0,0,1,0
275,1,3,1.0,0,0,0,0,1,0,0,1,0,0
276,1,1,2.0,1,0,2,0,0,1,0,1,0,0
277,0,3,1.0,0,0,0,0,0,1,0,1,0,0
278,0,2,1.0,0,0,0,1,0,1,0,0,1,0
279,0,3,0.0,4,1,1,1,1,0,1,0,0,0
280,1,3,1.0,1,1,1,0,0,1,0,0,0,1
281,0,3,2.0,0,0,0,1,1,0,0,0,1,0
282,0,3,1.0,0,0,0,1,0,1,0,0,1,0
283,0,3,1.0,0,0,0,1,0,1,0,0,1,0
284,1,3,1.0,0,0,0,1,0,1,0,0,1,0
285,0,1,1.0,0,0,1,1,0,1,0,0,1,0
286,0,3,1.0,0,0,0,1,0,0,0,0,1,0
287,1,3,1.0,0,0,0,1,0,1,0,0,1,0
288,0,3,1.0,0,0,0,1,0,1,0,0,1,0
289,1,2,1.0,0,0,1,1,0,1,0,0,1,0
290,1,3,1.0,0,0,0,0,1,0,0,1,0,0
291,1,1,1.0,0,0,2,0,0,1,0,1,0,0
292,1,1,1.0,1,0,2,0,0,0,0,0,0,1
293,0,2,1.0,0,0,1,1,0,0,0,0,1,0
294,0,3,1.0,0,0,0,0,0,1,0,1,0,0
295,0,3,1.0,0,0,0,1,0,1,0,0,1,0
296,0,1,1.0,0,0,1,1,0,0,0,0,1,0
297,0,3,1.0,0,0,0,1,0,0,0,0,1,0
298,0,1,0.0,1,2,2,0,0,1,0,1,0,0
299,1,1,1.0,0,0,1,1,0,1,0,0,1,0
300,1,1,1.0,0,1,2,0,0,0,0,0,0,1
301,1,3,1.0,0,0,0,0,1,0,0,1,0,0
302,1,3,1.0,2,0,1,1,1,0,0,0,1,0
303,0,3,1.0,0,0,0,1,0,1,0,0,1,0
304,1,2,1.0,0,0,1,0,1,0,0,1,0,0
305,0,3,1.0,0,0,0,1,0,1,0,0,1,0
306,1,1,0.0,1,2,2,1,0,1,1,0,0,0
307,1,1,1.0,0,0,2,0,0,0,0,1,0,0
308,1,1,1.0,1,0,2,0,0,0,0,0,0,1
309,0,2,1.0,1,0,1,1,0,0,0,0,1,0
310,1,1,1.0,0,0,2,0,0,0,0,1,0,0
311,1,1,1.0,0,0,2,0,0,0,0,1,0,0
312,1,1,1.0,2,2,2,0,0,0,0,1,0,0
313,0,2,1.0,1,1,1,0,0,1,0,0,0,1
314,0,3,1.0,0,0,0,1,0,1,0,0,1,0
315,0,2,1.0,1,1,1,1,0,1,0,0,1,0
316,1,3,1.0,0,0,0,0,0,1,0,1,0,0
317,1,2,1.0,1,0,1,0,0,1,0,0,0,1
318,0,2,1.0,0,0,1,1,0,1,0,0,0,0
319,1,1,1.0,0,2,2,0,0,1,0,1,0,0
320,1,1,1.0,1,1,2,0,0,0,0,0,0,1
321,0,3,1.0,0,0,0,1,0,1,0,0,1,0
322,0,3,1.0,0,0,0,1,0,1,0,0,1,0
323,1,2,1.0,0,0,1,0,1,0,0,1,0,0
324,1,2,1.0,1,1,1,0,0,1,0,0,0,1
325,0,3,0.0,8,2,2,1,0,1,0,0,1,0
326,1,1,1.0,0,0,2,0,0,0,0,1,0,0
327,0,3,2.0,0,0,0,1,0,1,0,0,1,0
328,1,2,1.0,0,0,1,0,0,1,0,0,0,1
329,1,3,1.0,1,1,1,0,0,1,0,0,0,1
330,1,1,1.0,0,1,2,0,0,0,0,1,0,0
331,1,3,1.0,2,0,1,0,1,0,0,1,0,0
332,0,1,1.0,0,0,1,1,0,1,0,0,1,0
333,0,1,1.0,0,1,2,1,0,1,0,0,1,0
334,0,3,1.0,2,0,1,1,0,1,0,0,1,0
335,1,1,1.0,1,0,2,0,0,1,0,0,0,1
336,0,3,1.0,0,0,0,1,0,1,0,0,1,0
337,0,1,1.0,1,0,2,1,0,1,0,0,1,0
338,1,1,1.0,0,0,2,0,0,0,0,1,0,0
339,1,3,1.0,0,0,0,1,0,1,0,0,1,0
340,0,1,1.0,0,0,1,1,0,1,0,0,1,0
341,1,2,0.0,1,1,1,1,0,1,1,0,0,0
342,1,1,1.0,3,2,2,0,0,1,0,1,0,0
343,0,2,1.0,0,0,1,1,0,1,0,0,1,0
344,0,2,1.0,0,0,1,1,0,1,0,0,1,0
345,0,2,1.0,0,0,1,1,0,1,0,0,1,0
346,1,2,1.0,0,0,1,0,0,1,0,1,0,0
347,1,2,1.0,0,0,1,0,0,1,0,1,0,0
348,1,3,1.0,1,0,1,0,0,1,0,0,0,1
349,1,3,0.0,1,1,1,1,0,1,1,0,0,0
350,0,3,1.0,0,0,0,1,0,1,0,0,1,0
351,0,3,1.0,0,0,0,1,0,1,0,0,1,0
352,0,1,1.0,0,0,1,1,0,1,0,0,1,0
353,0,3,0.0,1,1,0,1,0,0,0,0,1,0
354,0,3,1.0,1,0,1,1,0,1,0,0,1,0
355,0,3,1.0,0,0,0,1,0,0,0,0,1,0
356,0,3,1.0,0,0,0,1,0,1,0,0,1,0
357,1,1,1.0,0,1,2,0,0,1,0,1,0,0
358,0,2,1.0,0,0,1,0,0,1,0,1,0,0
359,1,3,1.0,0,0,0,0,1,0,0,1,0,0
360,1,3,1.0,0,0,0,0,1,0,0,1,0,0
361,0,3,1.0,1,4,1,1,0,1,0,0,1,0
362,0,2,1.0,1,0,1,1,0,0,0,0,1,0
363,0,3,1.0,0,1,1,0,0,0,0,0,0,1
364,0,3,1.0,0,0,0,1,0,1,0,0,1,0
365,0,3,1.0,1,0,1,1,1,0,0,0,1,0
366,0,3,1.0,0,0,0,1,0,1,0,0,1,0
367,1,1,2.0,1,0,2,0,0,0,0,0,0,1
368,1,3,1.0,0,0,0,0,0,0,0,0,0,1
369,1,3,1.0,0,0,0,0,1,0,0,1,0,0
370,1,1,1.0,0,0,2,0,0,0,0,0,0,0
371,1,1,1.0,1,0,2,1,0,0,0,0,1,0
372,0,3,1.0,1,0,0,1,0,1,0,0,1,0
373,0,3,1.0,0,0,0,1,0,1,0,0,1,0
374,0,1,1.0,0,0,2,1,0,0,0,0,1,0
375,0,3,0.0,3,1,1,0,0,1,0,1,0,0
376,1,1,1.0,1,0,2,0,0,0,0,0,0,1
377,1,3,1.0,0,0,0,0,0,1,0,1,0,0
378,0,1,1.0,0,2,2,1,0,0,0,0,1,0
379,0,3,1.0,0,0,0,1,0,0,0,0,1,0
380,0,3,1.0,0,0,0,1,0,1,0,0,1,0
381,1,1,1.0,0,0,2,0,0,0,0,1,0,0
382,1,3,0.0,0,2,1,0,0,0,0,1,0,0
383,0,3,1.0,0,0,0,1,0,1,0,0,1,0
384,1,1,1.0,1,0,2,0,0,1,0,0,0,1
385,0,3,1.0,0,0,0,1,0,1,0,0,1,0
386,0,2,1.0,0,0,2,1,0,1,0,0,1,0
387,0,3,0.0,5,2,1,1,0,1,1,0,0,0
388,1,2,1.0,0,0,1,0,0,1,0,1,0,0
389,0,3,1.0,0,0,0,1,1,0,0,0,1,0
390,1,2,1.0,0,0,1,0,0,0,0,1,0,0
391,1,1,1.0,1,2,2,1,0,1,0,0,1,0
392,1,3,1.0,0,0,0,1,0,1,0,0,1,0
393,0,3,1.0,2,0,0,1,0,1,0,0,1,0
394,1,1,1.0,1,0,2,0,0,0,0,1,0,0
395,1,3,1.0,0,2,1,0,0,1,0,0,0,1
396,0,3,1.0,0,0,0,1,0,1,0,0,1,0
397,0,3,1.0,0,0,0,0,0,1,0,1,0,0
398,0,2,1.0,0,0,1,1,0,1,0,0,1,0
399,0,2,1.0,0,0,0,1,0,1,0,0,0,0
400,1,2,1.0,0,0,1,0,0,1,0,0,0,1
401,1,3,1.0,0,0,0,1,0,1,0,0,1,0
402,0,3,1.0,0,0,0,1,0,1,0,0,1,0
403,0,3,1.0,1,0,0,0,0,1,0,1,0,0
404,0,3,1.0,1,0,1,1,0,1,0,0,1,0
405,0,3,1.0,0,0,0,0,0,1,0,1,0,0
406,0,2,1.0,1,0,1,1,0,1,0,0,1,0
407,0,3,1.0,0,0,0,1,0,1,0,0,1,0
408,1,2,0.0,1,1,1,1,0,1,1,0,0,0
409,0,3,1.0,0,0,0,1,0,1,0,0,1,0
410,0,3,0.0,3,1,1,0,0,1,0,1,0,0
411,0,3,1.0,0,0,0,1,0,1,0,0,1,0
412,0,3,1.0,0,0,0,1,1,0,0,0,1,0
413,1,1,1.0,1,0,2,0,1,0,0,1,0,0
414,0,2,1.0,0,0,0,1,0,1,0,0,1,0
415,1,3,1.0,0,0,0,1,0,1,0,0,1,0
416,0,3,1.0,0,0,0,0,0,1,0,0,0,1
417,1,2,1.0,1,1,1,0,0,1,0,0,0,1
418,1,2,1.0,0,2,1,0,0,1,0,1,0,0
419,0,2,1.0,0,0,1,1,0,1,0,0,1,0
420,0,3,0.0,0,2,1,0,0,1,0,1,0,0
421,0,3,1.0,0,0,0,1,0,0,0,0,1,0
422,0,3,1.0,0,0,0,1,1,0,0,0,1,0
423,0,3,1.0,0,0,0,1,0,1,0,0,1,0
424,0,3,1.0,1,1,1,0,0,1,0,0,0,1
425,0,3,1.0,1,1,1,1,0,1,0,0,1,0
426,0,3,1.0,0,0,0,1,0,1,0,0,1,0
427,1,2,1.0,1,0,1,0,0,1,0,0,0,1
428,1,2,1.0,0,0,1,0,0,1,0,0,0,1
429,0,3,1.0,0,0,0,1,1,0,0,0,1,0
430,1,3,1.0,0,0,0,1,0,1,0,0,1,0
431,1,1,1.0,0,0,1,1,0,1,0,0,1,0
432,1,3,1.0,1,0,1,0,0,1,0,0,0,1
433,1,2,1.0,1,0,1,0,0,1,0,0,0,1
434,0,3,1.0,0,0,0,1,0,1,0,0,1,0
435,0,1,1.0,1,0,2,1,0,1,0,0,1,0
436,1,1,0.0,1,2,2,0,0,1,0,1,0,0
437,0,3,1.0,2,2,1,0,0,1,0,1,0,0
438,1,2,1.0,2,3,1,0,0,1,0,0,0,1
439,0,1,2.0,1,4,2,1,0,1,0,0,1,0
440,0,2,1.0,0,0,0,1,0,1,0,0,1,0
441,1,2,1.0,1,1,1,0,0,1,0,0,0,1
442,0,3,1.0,0,0,0,1,0,1,0,0,1,0
443,0,3,1.0,1,0,0,1,0,1,0,0,1,0
444,1,2,1.0,0,0,1,0,0,1,0,0,0,0
445,1,3,1.0,0,0,0,1,0,1,0,0,1,0
446,1,1,0.0,0,2,2,1,0,1,1,0,0,0
447,1,2,0.0,0,1,1,0,0,1,0,1,0,0
448,1,1,1.0,0,0,1,1,0,1,0,0,1,0
449,1,3,0.0,2,1,1,0,0,0,0,1,0,0
450,1,1,1.0,0,0,1,1,0,1,0,0,0,0
451,0,2,1.0,1,2,1,1,0,1,0,0,1,0
452,0,3,1.0,1,0,1,1,0,1,0,0,1,0
453,0,1,1.0,0,0,1,1,0,0,0,0,1,0
454,1,1,1.0,1,0,2,1,0,0,0,0,1,0
455,0,3,1.0,0,0,0,1,0,1,0,0,1,0
456,1,3,1.0,0,0,0,1,0,0,0,0,1,0
457,0,1,2.0,0,0,1,1,0,1,0,0,1,0
458,1,1,1.0,1,0,2,0,0,1,0,0,0,1
459,1,2,1.0,0,0,0,0,0,1,0,1,0,0
460,0,3,1.0,0,0,0,1,1,0,0,0,1,0
461,1,1,1.0,0,0,1,1,0,1,0,0,1,0
462,0,3,1.0,0,0,0,1,0,1,0,0,1,0
